credit_policy,purpose,int_rate,installment,log_annual_inc,dti,fico,days.with.cr.line,revol_bal,revol_util,inq_last_6mths,delinq_2yrs,pub_rec,not_fully_paid
1,small_business,0.147,863.09,80000,7.83,664,5040,9603,0.572,1,1,0,0
1,debt_consolidation,0.085,473.24,59800,23.22,799,3570,8692,0.146,0,0,0,0
1,debt_consolidation,0.096,208.4,20472,23.68,789,4590.041667,5466,0.095,0,0,0,0
1,other,0.102,320.11,200000,5.68,729,3300,6200,0.128,0,0,1,0
1,credit_card,0.133,507.8,71000,22.38,699,6210,16878,0.576,0,0,0,0
1,debt_consolidation,0.096,160.31,78500,13.06,754,4440,2179,0.062,2,0,0,0
1,credit_card,0.102,229.74,84000,32.89,774,12150,7182,0.15,1,0,0,0
1,other,0.2,129.99,64000,25.62,674,5550.041667,12259,0.828,0,4,0,0
1,debt_consolidation,0.14,85.47,34000,25.8,729,5040,1545,0.094,1,2,0,0
1,credit_card,0.085,694.08,93000,7.35,719,6138.041667,15183,0.356,1,0,0,0
1,credit_card,0.161,175.99,55000,22.32,684,3420.041667,12563,0.381,1,0,0,0
1,car,0.108,313.43,100000,21.62,694,2190,33155,0.457,0,0,0,0
1,other,0.154,348.62,100000,12.2,739,3510.041667,14852,0.407,0,0,0,0
1,debt_consolidation,0.14,341.88,76803,28.19,709,4590.041667,19485,0.809,0,0,0,0
1,home_improvement,0.173,114.57,65000,24.28,704,4110.041667,11427,0.463,0,0,0,0
1,debt_consolidation,0.085,1261.97,100000,33.37,809,14640,712,0.01,0,0,0,0
1,debt_consolidation,0.161,682.1,53000,27.31,764,6300.041667,15599,0.305,0,0,0,0
1,home_improvement,0.154,408.01,62800,17.96,809,6930,206,0.01,0,0,0,0
1,credit_card,0.173,179.02,150000,28.38,714,6399.041667,31535,0.527,2,0,0,0
1,debt_consolidation,0.102,588.89,83000,18.49,724,6120,20108,0.63,0,0,0,0
1,debt_consolidation,0.108,391.79,33364,13.94,689,3815.041667,9087,0.606,1,0,0,0
1,credit_card,0.108,652.98,106000,8.91,669,5550.041667,26460,0.84,0,0,0,0
1,debt_consolidation,0.2,557.08,40000,36.6,684,14580,9275,0.562,1,0,0,0
1,other,0.09,318.1,35000,32.34,749,4050,7671,0.402,2,0,0,0
1,debt_consolidation,0.102,145.61,36000,9.8,729,6120,2598,0.092,0,0,0,0
1,debt_consolidation,0.154,174.31,43488.84,8.03,664,3359.041667,3707,0.267,0,0,1,0
1,debt_consolidation,0.147,590.95,46000,56.95,724,5850,22216,0.78,0,0,0,0
1,other,0.173,358.03,104000,26.58,714,5490,36046,0.915,0,0,0,0
1,debt_consolidation,0.173,599.69,145000,37.07,699,3723.041667,43292,0.784,0,0,0,0
1,credit_card,0.108,326.49,57000,23.52,744,5550.041667,6818,0.091,2,0,0,0
1,debt_consolidation,0.096,448.86,58000,26.34,729,3090.041667,16098,0.383,0,0,0,0
1,credit_card,0.085,473.24,147200,12.89,744,4110.041667,20972,0.33,0,0,0,0
1,debt_consolidation,0.191,220.31,44000,27.82,669,7290,3267,0.196,2,0,1,0
1,other,0.173,179.02,200000,27.19,679,1680.041667,79164,0.721,0,0,0,0
1,vacation,0.182,58.04,92000,12.35,674,8340,32298,0.857,0,0,0,0
1,debt_consolidation,0.173,700.4,72000,26.27,714,9788,19545,0.876,0,0,0,0
1,debt_consolidation,0.14,239.32,80000,20.87,684,4410,7411,0.401,0,0,0,0
1,debt_consolidation,0.161,730.82,97000,10.92,719,5226.041667,10885,0.186,1,0,0,0
1,credit_card,0.14,317.95,86000,8.6,684,7680,8894,0.956,2,0,0,0
1,other,0.14,170.94,80000,15.32,689,3090.041667,4903,0.409,0,0,0,0
1,credit_card,0.102,517.71,75000,25.5,709,2400.041667,36619,0.491,0,0,0,0
1,credit_card,0.14,607,100000,24.52,779,3450.041667,21127,0.33,0,0,0,0
1,credit_card,0.096,457.68,36000,129.77,794,1920.041667,199269,0.188,0,0,0,0
1,debt_consolidation,0.133,507.8,103000,16.1,689,1650.041667,11677,0.487,0,0,0,0
1,debt_consolidation,0.108,326.49,72000,30.95,729,2069.041667,56279,0.817,0,0,0,0
1,debt_consolidation,0.108,326.49,62000,15.9,704,3690,12706,0.377,3,0,0,0
1,car,0.108,163.25,132000,10.88,684,4920.041667,21191,0.656,0,0,0,0
1,credit_card,0.102,853.63,130000,17.97,784,1956.041667,121967,0.186,0,0,0,0
1,home_improvement,0.096,192.37,90000,10.65,709,4230.041667,18870,0.206,1,0,0,0
1,credit_card,0.085,473.24,84000,19.59,764,3780.041667,10009,0.149,0,0,0,0
1,home_improvement,0.108,326.49,275000,22.9,699,1500,66509,0.8,1,2,0,0
1,debt_consolidation,0.108,555.03,75000,25.26,754,3540.041667,3279,0.166,1,0,0,0
1,debt_consolidation,0.182,906.83,95000,26.49,679,3390.041667,23317,0.628,0,0,0,0
1,debt_consolidation,0.108,163.25,45000,38,709,3240,5825,0.357,1,0,0,0
1,credit_card,0.096,480.92,73000,10.86,664,5370.041667,18951,0.594,0,1,0,0
1,major_purchase,0.096,160.31,90000,16.51,719,3006.041667,30833,0.51,0,0,0,0
1,medical,0.108,652.98,95301,8.08,694,4110.041667,23802,0.945,0,0,0,0
1,debt_consolidation,0.102,323.57,145000,20.32,724,6510,11343,0.305,2,0,0,0
1,debt_consolidation,0.182,638.11,65000,24.89,704,4020,15787,0.532,0,0,0,0
1,home_improvement,0.161,365.41,60000,17.7,729,4620.041667,6395,0.284,0,2,0,0
1,debt_consolidation,0.173,1432.09,65000,32.15,764,3390.041667,7247,0.377,0,0,0,0
1,other,0.096,128.25,95000,30.05,779,7530.041667,3298,0.049,1,0,0,0
1,major_purchase,0.173,895.06,98000,12.63,684,4627.041667,20355,0.792,0,1,0,0
1,moving,0.108,97.95,60000,20.53,714,2220,8084,0.679,1,0,0,0
1,debt_consolidation,0.147,276.19,33000,26.36,779,2310.041667,9084,0.424,1,0,0,0
1,major_purchase,0.096,201.99,80000,28.98,709,7110.041667,13345,0.369,0,0,0,0
1,credit_card,0.096,641.23,45000,18.96,709,2400.041667,37843,0.443,1,0,0,0
1,debt_consolidation,0.154,480.01,70000,35.62,739,1350.041667,10147,0.531,0,0,0,0
1,debt_consolidation,0.102,647.13,85000,16.29,779,2220,4590,0.109,3,0,0,0
1,debt_consolidation,0.108,604.01,107000,3.31,689,5730.041667,29378,0.867,0,0,0,0
1,home_improvement,0.085,473.24,165000,5.4,764,5512,0,0,0,0,1,0
1,debt_consolidation,0.102,808.92,104000,25.89,709,15990,34629,0.723,0,0,0,0
1,debt_consolidation,0.133,476.79,78000,11.56,769,5430,11576,0.269,0,0,0,0
1,debt_consolidation,0.154,348.01,65000,6.06,749,3450.041667,1825,0.053,0,0,0,0
1,credit_card,0.102,746.93,325000,7.17,699,5106,50415,0.601,0,1,0,0
1,debt_consolidation,0.09,1272.37,50000,43.64,744,2640.041667,47381,0.457,0,0,0,0
1,credit_card,0.102,566.24,12012,110.79,694,5850,23223,0.471,0,0,1,0
1,credit_card,0.096,1122.14,289750,18.79,774,4020,422832,0,0,0,0,0
1,credit_card,0.102,320.11,50000,16.32,679,14923,23313,0.566,0,0,0,0
1,debt_consolidation,0.14,538.32,150000,8.63,734,2370.041667,17803,0.258,0,0,0,0
1,debt_consolidation,0.102,426.82,120000,20.7,719,3480.041667,18828,0.405,0,0,0,0
1,other,0.173,358.03,105000,24.88,709,4800,88370,0.809,0,0,0,0
1,debt_consolidation,0.096,416.8,55000,19.25,779,3900.041667,1818,0.063,0,0,0,0
1,debt_consolidation,0.085,630.99,75000,5.06,749,3060.041667,12885,0.349,2,0,0,0
1,debt_consolidation,0.085,195.61,34000,22.94,779,14761.04167,2904,0.078,0,0,0,0
1,debt_consolidation,0.147,172.62,55000,31.44,754,3750.041667,16843,0.378,0,0,0,0
1,debt_consolidation,0.207,375.42,43000,34.86,719,3530.041667,6618,0.43,0,0,0,0
1,debt_consolidation,0.108,620.33,65000,21.57,679,5010.041667,16855,0.459,1,0,0,0
1,home_improvement,0.096,641.23,90000,25.39,779,1161,0,0,0,0,0,0
1,home_improvement,0.133,338.54,80000,19.7,664,8160.041667,32401,0.655,0,0,0,0
1,credit_card,0.09,254.48,78720,16.69,764,4410,14476,0.216,1,0,0,0
1,debt_consolidation,0.154,313.76,23069,24.82,669,1590.041667,4152,0.451,0,4,0,0
1,debt_consolidation,0.147,103.58,135000,2.01,674,7170.041667,2449,0.422,0,0,0,0
1,debt_consolidation,0.173,250.15,48000,14.48,744,4717,19950,0.907,0,0,0,0
1,debt_consolidation,0.147,1035.71,92000,48.02,684,5310.041667,35188,0.605,1,0,0,0
1,debt_consolidation,0.2,134.63,80000,22.31,704,4800,15227,0.83,0,1,0,0
1,home_improvement,0.182,510.49,80000,24.74,664,2371.041667,24309,0.519,0,0,0,0
1,debt_consolidation,0.108,587.68,62000,17.79,694,3780.041667,10715,0.406,0,0,0,0
1,debt_consolidation,0.161,175.99,50000,23.73,679,6840.041667,4735,0.696,0,0,0,0
1,debt_consolidation,0.085,473.24,87000,8.79,739,8760,23871,0.246,0,1,0,0
1,other,0.173,358.03,56500,18.71,704,3750.041667,4924,0.107,0,0,0,0
1,debt_consolidation,0.14,581.97,57000,29.58,749,10443.04167,22420,0.293,1,0,0,0
1,credit_card,0.173,35.81,230000,6.68,709,6510,1811,0.262,2,0,0,0
1,debt_consolidation,0.096,240.46,70000,20.54,729,5471,3122,0.061,1,0,0,0
1,other,0.147,258.93,38800,27.22,674,3060.041667,18849,0.733,2,0,0,0
1,credit_card,0.2,185.7,32000,30.05,684,4380,20017,0.953,0,0,0,0
1,debt_consolidation,0.096,865.65,72000,18.28,749,6930,17654,0.512,0,0,0,0
1,debt_consolidation,0.096,577.1,50350,32.17,724,6091.041667,19037,0.363,1,0,0,0
1,credit_card,0.085,630.99,165000,7.37,754,8100,20332,0.249,0,0,0,0
1,major_purchase,0.09,190.86,168535,10.05,799,3060.041667,13681,0.126,1,0,0,0
1,credit_card,0.133,677.07,180000,25.12,669,2490,47480,0.758,1,0,0,0
1,debt_consolidation,0.096,128.25,31500,11.66,739,5850,2886,0.177,0,0,0,0
1,credit_card,0.096,224.43,90000,16.95,724,3367.041667,29751,0.524,0,0,0,0
1,credit_card,0.102,426.82,180000,16.79,729,3480.041667,68721,0.61,0,0,0,0
1,home_improvement,0.161,292.33,104000,4.86,699,3390.041667,4487,0.199,0,1,0,0
1,debt_consolidation,0.133,1354.13,55000,13.18,759,4067,1935,0.176,0,0,0,0
1,debt_consolidation,0.173,550.32,46800,30.05,684,3870.041667,20203,0.894,0,0,0,0
1,debt_consolidation,0.085,151.44,80000,26.21,764,11160.04167,11574,0.274,1,0,0,0
1,home_improvement,0.108,326.49,65000,14.83,749,1920.041667,2456,0.077,0,0,0,0
1,debt_consolidation,0.085,315.5,75000,15.18,669,2250,26682,0.5,1,0,0,0
1,debt_consolidation,0.147,372.86,120000,24.53,669,3570,35268,0.733,0,1,0,0
1,debt_consolidation,0.2,529.33,41000,27.55,699,7020.041667,6521,0.388,1,0,1,0
1,debt_consolidation,0.085,176.68,58000,14.98,794,6514,16917,0.119,1,0,0,0
1,debt_consolidation,0.191,367.17,120000,18.36,664,4200.041667,22145,0.558,0,0,0,0
1,debt_consolidation,0.102,64.72,65000,14.31,709,3933.041667,2756,0.22,0,0,0,0
1,home_improvement,0.207,563.13,101000,29.61,684,5403,19111,0.641,1,1,0,0
1,debt_consolidation,0.14,419.02,50000,20.27,749,5702.041667,6986,0.253,0,0,0,0
1,medical,0.133,846.33,120000,22.72,699,8370,27020,0.543,0,0,0,0
1,debt_consolidation,0.154,348.62,60000,19.12,684,3211,8939,0.47,0,1,0,0
1,other,0.102,226.5,54000,20.18,689,3360.041667,14192,0.591,1,0,0,0
1,debt_consolidation,0.154,522.93,72000,12.37,669,3600,6452,0.188,0,0,1,0
1,moving,0.09,159.05,114000,18.13,734,7860.041667,32935,0.738,0,0,0,0
1,debt_consolidation,0.161,304.51,92000,11.45,669,4291.041667,3557,0.808,1,1,0,0
1,debt_consolidation,0.14,341.88,77000,19.56,689,9270.041667,2658,0.292,0,1,0,0
1,credit_card,0.108,326.49,39000,17.51,679,3450.041667,12598,0.787,0,0,0,0
1,debt_consolidation,0.191,58.75,42000,12.6,664,3045.041667,10629,0.652,0,0,0,0
1,debt_consolidation,0.161,879.92,84000,39.36,689,8370,14038,0.653,1,0,0,0
1,credit_card,0.108,652.98,110000,19.58,704,5250.041667,28132,0.396,1,0,0,0
1,debt_consolidation,0.173,716.05,107000,16.99,674,10681.04167,14527,0.574,0,3,0,0
1,home_improvement,0.102,277.43,150000,24.94,754,4770,30099,0.645,0,0,0,0
1,debt_consolidation,0.108,222.02,31840,17.98,709,4470.041667,6465,0.346,0,0,0,0
1,debt_consolidation,0.09,254.48,66000,20.29,759,11070.04167,6061,0.11,0,0,0,0
1,other,0.173,161.11,93450,12.65,714,3420.041667,6983,0.193,1,0,0,0
1,debt_consolidation,0.085,378.59,29000,39.28,684,4085,27589,0.428,0,0,0,0
1,debt_consolidation,0.2,502.86,113000,14.14,674,1530,16616,0.67,1,0,0,0
1,credit_card,0.154,396.01,85000,27.53,724,6780.041667,17885,0.507,2,0,0,0
1,home_improvement,0.133,320.92,65000,24.72,684,8550.041667,46875,0.664,0,0,0,0
1,debt_consolidation,0.147,552.38,52000,22.11,709,2250,2554,0.3,0,0,0,0
1,credit_card,0.207,672.69,125000,18.42,674,1890,21776,0.662,0,1,0,0
1,credit_card,0.096,641.23,183000,11.28,724,3360.041667,25127,0.299,0,0,0,0
1,home_improvement,0.147,345.24,220000,11.05,689,4500.041667,16025,0.507,0,0,0,0
1,home_improvement,0.161,487.22,74000,26.52,684,3660,18646,0.737,0,0,0,0
1,debt_consolidation,0.085,100.96,90000,27.41,804,12791,9580,0.122,1,0,0,0
1,debt_consolidation,0.2,371.39,95000,30.74,709,4380,13196,0.376,0,1,0,0
1,credit_card,0.108,457.09,68000,20.26,704,5130,14254,0.509,3,0,0,0
1,debt_consolidation,0.096,1122.14,204000,18.47,719,4950.041667,40236,0.768,0,0,0,0
1,home_improvement,0.154,348.62,96000,8.55,684,6279,2057,0.105,0,0,1,0
1,debt_consolidation,0.102,323.57,93600,16.18,789,1290.041667,8486,0.183,0,0,0,0
1,debt_consolidation,0.102,420.64,110000,20.23,714,4140.041667,18689,0.351,0,0,0,0
1,home_improvement,0.085,788.73,550000,11.76,729,4141.041667,70664,0.518,0,0,0,0
1,home_improvement,0.085,504.79,120000,10.25,764,5250.041667,19879,0.342,1,0,0,0
1,credit_card,0.108,489.74,84000,14,704,2250,16732,0.536,0,2,1,0
1,debt_consolidation,0.147,207.15,41704,8.75,689,3690,6876,0.386,2,0,0,0
1,credit_card,0.161,243.61,150000,11.1,709,3390.041667,22034,0.5,1,0,0,0
1,major_purchase,0.085,170.37,120000,9.2,739,4690,5247,0.193,1,0,0,0
1,home_improvement,0.161,211.18,85000,30.37,709,3420.041667,19311,0.661,0,2,0,0
1,debt_consolidation,0.191,440.61,134000,21.76,699,6030.041667,12707,0.683,0,0,0,0
1,debt_consolidation,0.161,140.79,158900,31.71,694,2501,217747,0.96,1,0,0,0
1,credit_card,0.191,520.14,72000,19,679,2010.041667,28997,0.848,0,0,0,0
1,home_improvement,0.108,816.23,260000,5.6,674,1321.041667,0,0,0,1,0,0
1,credit_card,0.154,757.37,95000,10.25,694,2940,32897,0.684,0,0,0,0
1,credit_card,0.161,703.94,6500,27.29,734,7440.041667,5961,0.662,0,0,0,0
1,moving,0.096,160.31,65000,26.11,714,6990,21501,0.586,0,4,0,0
1,debt_consolidation,0.161,730.82,190000,13.19,749,3750.041667,26058,0.432,1,0,0,0
1,car,0.207,544.36,65000,25.78,689,3930.041667,12656,0.46,0,1,0,0
1,credit_card,0.108,293.84,108900,20.24,669,2580,34887,0.713,0,0,0,0
1,debt_consolidation,0.085,883.38,80000,20.06,749,2250,28697,0.572,0,0,0,0
1,credit_card,0.096,480.92,57553,12.8,729,3690,16012,0.77,0,0,0,0
1,credit_card,0.133,169.27,62000,29.77,709,3420.041667,24436,0.518,0,0,0,0
1,debt_consolidation,0.085,473.24,125000,12.82,684,4860.041667,14348,0.395,0,6,0,0
1,debt_consolidation,0.14,232.79,60000,13.36,744,3330,7994,0.282,0,0,0,0
1,debt_consolidation,0.161,281.58,52000,11.26,694,8220.041667,16646,0.51,1,0,1,0
1,debt_consolidation,0.108,337.1,102000,14.59,719,2070.041667,6289,0.152,2,0,0,0
1,other,0.09,477.14,60000,13.7,774,13590.04167,3080,0.07,0,0,0,0
1,credit_card,0.096,153.9,116000,12.87,724,5130,17777,0.272,0,0,0,0
1,debt_consolidation,0.102,388.28,102000,13.6,749,3338,7281,0.117,0,1,0,0
1,debt_consolidation,0.108,326.49,124800,14.88,669,3000.041667,17638,0.569,0,0,0,0
1,debt_consolidation,0.161,487.22,85000,12.14,709,12061,12045,0.385,1,0,0,0
1,other,0.207,93.86,89000,18.27,694,3720,9182,0.891,1,0,0,0
1,debt_consolidation,0.102,682.91,55000,30.07,744,6000.041667,21259,0.34,0,0,1,0
1,debt_consolidation,0.096,282.14,80000,25.59,749,6316.041667,22705,0.407,0,0,0,0
1,debt_consolidation,0.207,93.86,69000,19.79,684,6422.041667,5811,0.684,0,0,0,0
1,credit_card,0.102,647.13,85000,26.26,704,1770,12932,0.553,1,0,0,0
1,credit_card,0.147,103.58,31441,29.69,684,2490,6927,0.389,2,0,0,0
1,credit_card,0.102,682.91,77100,20.51,719,5670.041667,38829,0.468,0,0,0,0
1,credit_card,0.191,183.59,25000,35.91,674,4050,18876,0.536,0,0,0,0
1,debt_consolidation,0.161,479.91,156000,21.52,694,1590.041667,54191,0.69,1,0,0,0
1,debt_consolidation,0.102,258.86,60000,9.98,699,4830.041667,7118,0.172,2,0,1,0
1,debt_consolidation,0.102,485.35,178000,21.17,769,3150.041667,35909,0.209,4,0,0,0
1,debt_consolidation,0.161,351.97,50000,8.38,809,3799.041667,581,0.042,0,0,0,0
1,debt_consolidation,0.09,222.67,62000,32.38,799,3540.041667,12737,0.165,0,0,0,0
1,credit_card,0.096,801.53,181500,25.28,759,2310.041667,28600,0.318,1,0,0,0
1,debt_consolidation,0.133,229.23,75000,17.1,759,4711,19245,0.295,1,0,0,0
1,debt_consolidation,0.191,550.76,50000,20.52,689,4560.041667,8647,0.404,1,1,0,0
1,credit_card,0.09,954.28,20000,111.1,744,7920.041667,40496,0.307,0,0,0,0
1,debt_consolidation,0.191,260.07,74000,28.3,694,1230.041667,9436,0.521,0,0,0,0
1,debt_consolidation,0.191,587.47,50000,19.4,684,6780.041667,2177,0.084,1,0,1,0
1,debt_consolidation,0.108,391.79,105000,11.85,699,3343,18591,0.791,0,0,0,0
1,credit_card,0.09,222.67,125000,8.18,769,4051,9397,0.229,1,0,0,0
1,debt_consolidation,0.182,816.78,205000,8.57,714,2370.041667,30167,0.592,0,0,0,0
1,debt_consolidation,0.108,816.23,63000,25.22,724,4770,20247,0.844,0,0,0,0
1,other,0.085,630.99,200000,8.54,809,2130,2588,0.051,2,0,0,0
1,home_improvement,0.085,315.5,130000,20.82,779,2316.041667,20659,0.369,0,0,0,0
1,home_improvement,0.09,254.48,55000,21.17,779,5190.041667,3118,0.119,1,0,0,0
1,debt_consolidation,0.2,408.52,81000,24.86,679,13200,28900,0.69,0,1,1,0
1,home_improvement,0.191,650.17,65000,7.29,684,3990,2424,0.495,1,0,1,0
1,home_improvement,0.14,349.18,150000,23.3,729,2100.041667,41486,0.371,1,0,0,0
1,debt_consolidation,0.108,652.98,115000,16.14,719,6330.041667,32035,0.389,1,0,0,0
1,debt_consolidation,0.085,315.5,74000,15.81,689,4530.041667,15556,0.926,0,0,0,0
1,credit_card,0.133,270.83,101000,24.01,714,7179.041667,13824,0.301,0,0,0,0
1,credit_card,0.161,389.77,129000,17.16,684,5010.041667,16765,0.783,0,0,0,0
1,debt_consolidation,0.085,1261.97,85500,18.79,784,2370.041667,2340,0.048,0,0,0,0
1,debt_consolidation,0.14,85.47,30000,8.2,689,5010.041667,4272,0.763,0,0,0,0
1,home_improvement,0.108,146.92,80000,16.76,709,8822,4132,0.078,2,0,0,0
1,credit_card,0.096,801.53,63000,68.23,749,3661,28500,0.393,0,0,1,0
1,debt_consolidation,0.108,261.2,114000,19.03,709,5430,18348,0.334,0,0,0,0
1,other,0.173,358.03,160000,23.21,664,4620.041667,0,0,0,2,1,0
1,medical,0.085,95.44,74000,14.74,744,7170.041667,1985,0.075,1,0,0,0
1,home_improvement,0.154,488.07,62700,25.24,664,2340.041667,17071,0.675,0,0,0,0
1,debt_consolidation,0.108,261.2,28360,26.52,669,4380,6862,0.666,0,0,1,0
1,debt_consolidation,0.182,471.55,65000,17.01,704,6960,2933,0.624,0,0,0,0
1,home_improvement,0.108,1142.71,132000,13.52,699,5190,12503,0.448,0,1,0,0
1,debt_consolidation,0.108,326.49,134500,6.23,684,4320,19419,0.199,1,1,0,0
1,debt_consolidation,0.085,567.89,62500,21.97,824,7500.041667,1470,0.034,0,0,0,0
1,debt_consolidation,0.108,391.79,84000,14.12,694,3450.041667,10937,0.33,1,0,0,0
1,credit_card,0.085,271.33,95000,5.24,739,3900.041667,13316,0.218,0,0,0,0
1,credit_card,0.147,354.57,46000,24.58,674,7440.041667,17572,0.866,0,1,0,0
1,debt_consolidation,0.096,961.84,100000,22.68,724,5550,30559,0.649,0,0,0,0
1,medical,0.133,169.27,53000,14.27,674,5340.041667,24776,0.898,0,0,0,0
1,debt_consolidation,0.102,469.5,120000,6.53,714,2760.041667,21226,0.342,0,0,0,0
1,home_improvement,0.108,195.9,70000,7.54,674,6540,6634,0.428,0,0,0,0
1,debt_consolidation,0.102,162.19,55000,12.33,764,3480.041667,11385,0.318,0,0,0,0
1,debt_consolidation,0.085,315.5,118400,13.79,774,2040.041667,50033,0.07,0,1,0,0
1,debt_consolidation,0.102,853.63,150500,13.36,794,3180.041667,4067,0.09,0,0,0,0
1,small_business,0.085,157.75,105000,12.94,739,8940.041667,16697,0.488,0,0,0,0
1,credit_card,0.161,527.95,90000,29.29,704,2644.041667,46130,0.834,0,0,0,0
1,credit_card,0.14,660.54,90000,23.25,739,15030,23735,0.546,0,0,0,0
1,debt_consolidation,0.147,1035.71,90000,24.58,664,4950.041667,33555,0.86,0,2,0,0
1,medical,0.102,323.57,57000,14.4,759,4140.041667,7292,0.168,0,0,0,0
1,other,0.096,102.6,50000,16.06,749,1860,2756,0.179,2,0,0,0
1,debt_consolidation,0.161,682.1,89000,16.38,719,8550.041667,31103,0.533,0,0,0,0
1,debt_consolidation,0.085,473.24,75000,14.5,794,3243,12059,0.115,0,0,0,0
1,credit_card,0.102,129.43,46000,15.34,709,5520,7332,0.277,1,1,0,0
1,debt_consolidation,0.102,640.22,74000,23.14,739,1863,46232,0.274,0,0,0,0
1,credit_card,0.133,304.68,81068,18.82,709,2160,8749,0.658,1,0,0,0
1,debt_consolidation,0.108,326.49,85000,16,714,3990,13504,0.59,0,0,0,0
1,credit_card,0.085,684.62,140000,14.98,779,2760.041667,10567,0.176,0,0,0,0
1,other,0.108,489.74,90000,8.31,669,9750.041667,27848,0.934,0,0,0,0
1,debt_consolidation,0.085,630.99,116000,16.93,764,2550,22627,0.195,0,0,0,0
1,credit_card,0.085,220.85,33000,12.07,714,1597.041667,8010,0.141,2,0,1,0
1,debt_consolidation,0.14,581.97,137000,37.6,749,4320,19639,0.629,0,0,0,0
1,debt_consolidation,0.147,709.14,110000,16.74,729,3810.041667,36027,0.428,1,0,0,0
1,home_improvement,0.085,189.3,90000,6,819,3394.041667,1665,0.062,0,0,0,0
1,credit_card,0.2,594.21,106615,12.06,684,14100.04167,6204,0.46,1,5,0,0
1,debt_consolidation,0.085,788.73,175000,13.58,784,3930.041667,21993,0.227,0,0,0,0
1,debt_consolidation,0.102,485.35,65000,16.36,684,6570,18047,0.434,0,0,0,0
1,debt_consolidation,0.207,330.37,71000,12.44,684,1950.041667,4828,0.261,0,3,0,0
1,other,0.14,307.69,24000,23.3,764,2040.041667,1507,0.196,1,0,0,0
1,debt_consolidation,0.085,630.99,150000,7.98,689,4680.041667,26251,0.381,0,0,0,0
1,debt_consolidation,0.154,600.02,35000,62.82,724,8010,55485,0.407,1,0,0,0
1,credit_card,0.161,549.34,235163,20.02,709,4171.041667,76758,0.585,0,0,0,0
1,debt_consolidation,0.161,487.22,67500,28.18,699,3810.041667,15985,0.36,0,0,0,0
1,major_purchase,0.102,647.13,105000,20.05,714,3810.041667,11892,0.483,1,0,0,0
1,debt_consolidation,0.102,426.82,130000,12.24,724,3150.041667,24930,0.484,0,0,0,0
1,debt_consolidation,0.133,458.45,51500,14.47,749,8160.041667,7990,0.145,0,1,1,0
1,debt_consolidation,0.161,280.15,42000,9.54,784,7500.041667,11316,0.141,0,0,0,0
1,credit_card,0.191,499.35,47500,32.15,704,5130,20159,0.369,2,0,0,0
1,debt_consolidation,0.14,136.75,24000,31.3,704,3330,8642,0.604,0,0,0,0
1,credit_card,0.133,372.39,80000,6.71,669,7260,0,0,0,0,0,0
1,other,0.14,814.76,180000,25.75,789,5520,5285,0.141,0,0,0,0
1,medical,0.09,308.55,150000,29.16,734,11181.04167,27665,0.365,0,0,0,0
1,credit_card,0.102,388.28,140000,5.8,674,3030.041667,24497,0.324,0,1,0,0
1,house,0.085,788.73,87500,0.7,749,5101,289,0.004,0,0,0,0
1,debt_consolidation,0.09,318.1,75000,16.96,774,3120.041667,1088,0.062,1,0,0,0
1,debt_consolidation,0.154,288.01,48000,22.93,664,7890.041667,2234,0.294,0,0,0,0
1,debt_consolidation,0.09,636.19,89000,33.4,754,5820,5792,0.331,0,0,0,0
1,debt_consolidation,0.102,597.54,108700,20.37,734,9570,47932,0.669,0,0,0,0
1,debt_consolidation,0.09,1272.37,164000,17.06,744,5581.041667,50628,0.525,1,0,0,0
1,major_purchase,0.154,41.84,58000,13.01,729,5520,2180,0.095,0,0,0,0
1,debt_consolidation,0.102,226.5,42000,30.77,724,4084,3218,0.22,0,0,0,0
1,debt_consolidation,0.102,640.22,90000,8.81,739,4920.041667,7967,0.245,0,0,0,0
1,debt_consolidation,0.133,573.06,125000,22.72,829,1144,626,0.006,1,0,0,0
1,medical,0.133,101.56,100000,0.42,784,4080,447,0.034,0,0,0,0
1,debt_consolidation,0.147,863.09,44000,23.35,684,4560.041667,12999,0.215,0,0,0,0
1,home_improvement,0.108,277.52,85000,13.75,699,10830.04167,11211,0.414,0,0,0,0
1,other,0.108,48.98,58000,10.24,664,1560.041667,8681,0.329,0,0,0,0
1,credit_card,0.14,349.18,40000,29.7,769,5130,9450,0.293,0,0,0,0
1,home_improvement,0.207,112.63,58000,25.55,674,4170.041667,45506,0.857,0,0,0,0
1,debt_consolidation,0.085,378.59,102000,6.6,804,2970,5031,0.069,0,0,0,0
1,credit_card,0.173,429.63,110000,22.85,694,4560.041667,25545,0.539,0,0,0,0
1,other,0.147,172.62,86028,9.18,714,9720.041667,8758,0.322,1,0,0,0
1,credit_card,0.108,310.17,36500,23.48,709,6000.041667,9748,0.75,0,0,0,0
1,credit_card,0.096,480.92,75000,20.02,769,3123.041667,25739,0.234,1,0,0,0
1,debt_consolidation,0.191,780.2,134000,8.47,749,3244,42814,0.428,0,0,0,0
1,other,0.14,85.47,97308,12.37,684,3041.041667,12765,0.541,0,2,0,0
1,debt_consolidation,0.147,345.24,80000,16.04,709,2130,4367,0.74,0,0,0,0
1,credit_card,0.102,640.22,75200,24.42,749,1620.041667,36236,0.306,0,0,0,0
1,other,0.207,563.13,98000,32.38,689,3664,55575,0.958,0,1,0,0
1,other,0.09,79.53,24000,19.2,729,5190,53,0.002,1,0,0,0
